resultno,reportdate,reportscope,reportperiod,scope,regioncode,industrytype
20191231330000I65,2019/12,合并,年报,all,330000,I65
20190331410000C311,2019/03,合并,季报,all,410000,C31
20190331410000C31,2019/03,合并,季报,all,410000,C31
20191231430000C34,2019/12,合并,年报,all,430000,C34
20190331310000G60,2019/03,合并,季报,all,310000,G60
20191231510000C14,2019/12,合并,年报,all,510000,C14
20190630430000J69,2019/06,合并,半年报,all,430000,J69
20190630330000C38,2019/06,合并,半年报,all,330000,C38
20191231210000C34,2019/12,合并,年报,all,210000,C34
20191231510000I65,2019/12,合并,年报,all,510000,I65
20200331370000A01,2020/03,合并,季报,all,370000,A01
20200930630000C311,2020/09,合并,季报,all,630000,C31
20200930630000C31,2020/09,合并,季报,all,630000,C31
20190930220000C39,2019/09,合并,季报,all,220000,C39
20190331310000B11,2019/03,合并,季报,all,310000,B11
20190331410000C40,2019/03,合并,季报,all,410000,C40
20200331320000M73,2020/03,合并,季报,all,320000,M73
20200930610000J67,2020/09,合并,季报,all,610000,J67
20200930110000C36,2020/09,合并,季报,all,110000,C36
20190930120000G54,2019/09,合并,季报,all,120000,G54
20191231340000C30,2019/12,合并,年报,all,340000,C30
20191231440000H61,2019/12,合并,年报,all,440000,H61
20200630360000C39,2020/06,合并,半年报,all,360000,C39
20190331370000A03,2019/03,合并,季报,all,370000,A03
20191231220000G54,2019/12,合并,年报,all,220000,G54
20190630620000C35,2019/06,合并,半年报,all,620000,C35
20190331350000G55,2019/03,合并,季报,all,350000,G55
20191231370000E50,2019/12,合并,年报,all,370000,E50
20190331450000A04,2019/03,合并,季报,all,450000,A04
20190930640000C17,2019/09,合并,季报,all,640000,C17
20200331330000D45,2020/03,合并,季报,all,330000,D45
20200331430000C14,2020/03,合并,季报,all,430000,C14
20190630500000D44,2019/06,合并,半年报,all,500000,D44
20190930530000C14,2019/09,合并,季报,all,530000,C14
20190930340000C17,2019/09,合并,季报,all,340000,C17
20190930310000I65,2019/09,合并,季报,all,310000,I65
20190930410000C34,2019/09,合并,季报,all,410000,C34
20190630420000I64,2019/06,合并,半年报,all,420000,I64
20200630410000B06,2020/06,合并,半年报,all,410000,B06
20200331140000C30,2020/03,合并,季报,all,140000,C30
20190930540000C30,2019/09,合并,季报,all,540000,C30
20190930210000C13,2019/09,合并,季报,all,210000,C13
20191231640000C30,2019/12,合并,年报,all,640000,C30
20190630310000G55,2019/06,合并,半年报,all,310000,G55
20200930310000J67,2020/09,合并,季报,all,310000,J67
20200930410000C36,2020/09,合并,季报,all,410000,C36
20200630440000P83,2020/06,合并,半年报,all,440000,P83
20200630440000Q83,2020/06,合并,半年报,all,440000,Q83
20190930420000G54,2019/09,合并,季报,all,420000,G54
20200630370000D45,2020/06,合并,半年报,all,370000,D45
20190331610000B11,2019/03,合并,季报,all,610000,B11
20190630510000L72,2019/06,合并,半年报,all,510000,L72
20200331320000C39,2020/03,合并,季报,all,320000,C39
20200331420000J68,2020/03,合并,季报,all,420000,J68
20190930350000C21,2019/09,合并,季报,all,350000,C21
20190630430000F52,2019/06,合并,半年报,all,430000,F52
20190331440000N78,2019/03,合并,季报,all,440000,N78
20200331500000E48,2020/03,合并,季报,all,500000,E48
20200930430000B11,2020/09,合并,季报,all,430000,B11
20200930330000C40,2020/09,合并,季报,all,330000,C40
20200930360000C32,2020/09,合并,季报,all,360000,C32
20200331320000E48,2020/03,合并,季报,all,320000,E48
20190630510000A03,2019/06,合并,半年报,all,510000,A03
20191231130000C34,2019/12,合并,年报,all,130000,C34
20191231410000C28,2019/12,合并,年报,all,410000,C28
20191231110000H62,2019/12,合并,年报,all,110000,H62
20190930370000B06,2019/09,合并,季报,all,370000,B06
20200930230000C36,2020/09,合并,季报,all,230000,C36
20200930530000J67,2020/09,合并,季报,all,530000,J67
20190630310000C24,2019/06,合并,半年报,all,310000,C24
20200331650000C26,2020/03,合并,季报,all,650000,C26
20190630450000C311,2019/06,合并,半年报,all,450000,C31
20190630450000C31,2019/06,合并,半年报,all,450000,C31
20200331610000H62,2020/03,合并,季报,all,610000,H62
20190630330000Q85,2019/06,合并,半年报,all,330000,Q85
20190630330000R85,2019/06,合并,半年报,all,330000,R85
20190930430000C13,2019/09,合并,季报,all,430000,C13
20190331370000C38,2019/03,合并,季报,all,370000,C38
20200630330000K70,2020/06,合并,半年报,all,330000,K70
20190630320000D44,2019/06,合并,半年报,all,320000,D44
20190930310000C14,2019/09,合并,季报,all,310000,C14
20200930370000A04,2020/09,合并,季报,all,370000,A04
20190930530000I65,2019/09,合并,季报,all,530000,I65
20200331130000I65,2020/03,合并,季报,all,130000,I65
20190930320000P83,2019/09,合并,季报,all,320000,P83
20190930320000Q83,2019/09,合并,季报,all,320000,Q83
20191231420000E48,2019/12,合并,年报,all,420000,E48
20190930420000C18,2019/09,合并,季报,all,420000,C18
20190930120000F52,2019/09,合并,季报,all,120000,F52
20200930110000C30,2020/09,合并,季报,all,110000,C30
20191231440000J67,2019/12,合并,年报,all,440000,J67
20191231340000C36,2019/12,合并,年报,all,340000,C36
20200331350000F51,2020/03,合并,季报,all,350000,F51
20190331330000C41,2019/03,合并,季报,all,330000,C41
20200630370000B09,2020/06,合并,半年报,all,370000,B09
20190930500000C38,2019/09,合并,季报,all,500000,C38
20190331310000C17,2019/03,合并,季报,all,310000,C17
20200930370000C39,2020/09,合并,季报,all,370000,C39
20191231440000R90,2019/12,合并,年报,all,440000,R90
20191231440000S90,2019/12,合并,年报,all,440000,S90
20200331630000B09,2020/03,合并,季报,all,630000,B09
20200331510000C32,2020/03,合并,季报,all,510000,C32
20191231370000G56,2019/12,合并,年报,all,370000,G56
20200930620000A01,2020/09,合并,季报,all,620000,A01
20190930310000C29,2019/09,合并,季报,all,310000,C29
20190930110000C32,2019/09,合并,季报,all,110000,C32
20191231450000F51,2019/12,合并,年报,all,450000,F51
20200331230000C35,2020/03,合并,季报,all,230000,C35
20200331440000C36,2020/03,合并,季报,all,440000,C36
20190331420000C26,2019/03,合并,季报,all,420000,C26
20200331310000C15,2020/03,合并,季报,all,310000,C15
20200331410000C35,2020/03,合并,季报,all,410000,C35
20191231450000C20,2019/12,合并,年报,all,450000,C20
20190331500000N77,2019/03,合并,季报,all,500000,N77
20190930310000G58,2019/09,合并,季报,all,310000,G58
20190331220000K70,2019/03,合并,季报,all,220000,K70
20191231370000C27,2019/12,合并,年报,all,370000,C27
20200331130000C29,2020/03,合并,季报,all,130000,C29
20190930140000C311,2019/09,合并,季报,all,140000,C31
20190930140000C31,2019/09,合并,季报,all,140000,C31
20200930370000E48,2020/09,合并,季报,all,370000,E48
20190331230000D46,2019/03,合并,季报,all,230000,D46
20190331310000J66,2019/03,合并,季报,all,310000,J66
20190331410000C37,2019/03,合并,季报,all,410000,C37
20200331420000G55,2020/03,合并,季报,all,420000,G55
20200630650000I64,2020/06,合并,半年报,all,650000,I64
20190331370000P83,2019/03,合并,季报,all,370000,P83
20190331370000Q83,2019/03,合并,季报,all,370000,Q83
20200930140000C33,2020/09,合并,季报,all,140000,C33
20200630110000R86,2020/06,合并,半年报,all,110000,R86
20190331330000C30,2019/03,合并,季报,all,330000,C30
20190331430000H61,2019/03,合并,季报,all,430000,H61
20200331520000C23,2020/03,合并,季报,all,520000,C23
20200630120000B11,2020/06,合并,半年报,all,120000,B11
20190331460000C13,2019/03,合并,季报,all,460000,C13
20190630110000M73,2019/06,合并,半年报,all,110000,M73
20190630610000C22,2019/06,合并,半年报,all,610000,C22
20190930320000C38,2019/09,合并,季报,all,320000,C38
20200630140000D44,2020/06,合并,半年报,all,140000,D44
20190930110000A04,2019/09,合并,季报,all,110000,A04
20191231310000Q85,2019/12,合并,年报,all,310000,Q85
20191231310000R85,2019/12,合并,年报,all,310000,R85
20200331210000G55,2020/03,合并,季报,all,210000,G55
20200630110000C36,2020/06,合并,半年报,all,110000,C36
20200331530000F52,2020/03,合并,季报,all,530000,F52
20191231350000C36,2019/12,合并,年报,all,350000,C36
20191231450000J67,2019/12,合并,年报,all,450000,J67
20200930650000C13,2020/09,合并,季报,all,650000,C13
20190930510000C38,2019/09,合并,季报,all,510000,C38
20200331110000C38,2020/03,合并,季报,all,110000,C38
20200331310000C23,2020/03,合并,季报,all,310000,C23
20190331320000C41,2019/03,合并,季报,all,320000,C41
20200331450000C36,2020/03,合并,季报,all,450000,C36
20200331350000J67,2020/03,合并,季报,all,350000,J67
20191231440000F51,2019/12,合并,年报,all,440000,F51
20190331460000G54,2019/03,合并,季报,all,460000,G54
20190930120000I64,2019/09,合并,季报,all,120000,I64
20191231310000L72,2019/12,合并,年报,all,310000,L72
20190331330000N77,2019/03,合并,季报,all,330000,N77
20191231610000C38,2019/12,合并,年报,all,610000,C38
20190331410000K70,2019/03,合并,季报,all,410000,K70
20190630510000B08,2019/06,合并,半年报,all,510000,B08
20191231430000M75,2019/12,合并,年报,all,430000,M75
20200331620000B09,2020/03,合并,季报,all,620000,B09
20191231210000A04,2019/12,合并,年报,all,210000,A04
20191231360000C27,2019/12,合并,年报,all,360000,C27
20190331340000C22,2019/03,合并,季报,all,340000,C22
20190331140000C39,2019/03,合并,季报,all,140000,C39
20200630350000C18,2020/06,合并,半年报,all,350000,C18
20200331320000C32,2020/03,合并,季报,all,320000,C32
20200630650000F52,2020/06,合并,半年报,all,650000,F52
20190331310000E50,2019/03,合并,季报,all,310000,E50
20191231430000A04,2019/12,合并,年报,all,430000,A04
20191231330000G55,2019/12,合并,年报,all,330000,G55
20190630210000C28,2019/06,合并,半年报,all,210000,C28
20190930110000O82,2019/09,合并,季报,all,110000,O82
20190930110000P82,2019/09,合并,季报,all,110000,P82
20190630140000C37,2019/06,合并,半年报,all,140000,C37
20190930620000D44,2019/09,合并,季报,all,620000,D44
20200930610000C26,2020/09,合并,季报,all,610000,C26
20200930110000N77,2020/09,合并,季报,all,110000,N77
20190331210000C26,2019/03,合并,季报,all,210000,C26
20200331520000C15,2020/03,合并,季报,all,520000,C15
20200331310000F52,2020/03,合并,季报,all,310000,F52
20191231210000O82,2019/12,合并,年报,all,210000,O82
20191231210000P82,2019/12,合并,年报,all,210000,P82
20190930430000J69,2019/09,合并,季报,all,430000,J69
20191231520000D44,2019/12,合并,年报,all,520000,D44
20190331370000C42,2019/03,合并,季报,all,370000,C42
20200331460000C27,2020/03,合并,季报,all,460000,C27
20190630620000M74,2019/06,合并,半年报,all,620000,M74
20190930140000B07,2019/09,合并,季报,all,140000,B07
20200630140000C35,2020/06,合并,半年报,all,140000,C35
20191231320000I63,2019/12,合并,年报,all,320000,I63
20191231620000C29,2019/12,合并,年报,all,620000,C29
20200930310000F51,2020/09,合并,季报,all,310000,F51
20190630410000C32,2019/06,合并,半年报,all,410000,C32
20190630310000I63,2019/06,合并,半年报,all,310000,I63
20200630500000K70,2020/06,合并,半年报,all,500000,K70
20200930440000L72,2020/09,合并,季报,all,440000,L72
20200930340000C23,2020/09,合并,季报,all,340000,C23
20190930450000D46,2019/09,合并,季报,all,450000,D46
20200630520000C26,2020/06,合并,半年报,all,520000,C26
20200630220000N77,2020/06,合并,半年报,all,220000,N77
20191231430000C39,2019/12,合并,年报,all,430000,C39
20190630430000I64,2019/06,合并,半年报,all,430000,I64
20200930500000C40,2020/09,合并,季报,all,500000,C40
20190930440000K70,2019/09,合并,季报,all,440000,K70
20200630230000C41,2020/06,合并,半年报,all,230000,C41
20200630440000C42,2020/06,合并,半年报,all,440000,C42
20191231620000C14,2019/12,合并,年报,all,620000,C14
20200630310000H61,2020/06,合并,半年报,all,310000,H61
20190630320000A03,2019/06,合并,半年报,all,320000,A03
20190331450000N78,2019/03,合并,季报,all,450000,N78
20190331150000C32,2019/03,合并,季报,all,150000,C32
20190630420000F52,2019/06,合并,半年报,all,420000,F52
20190930110000E48,2019/09,合并,季报,all,110000,E48
20190930430000G54,2019/09,合并,季报,all,430000,G54
20191231220000C28,2019/12,合并,年报,all,220000,C28
20191231650000C30,2019/12,合并,年报,all,650000,C30
20200630430000J66,2020/06,合并,半年报,all,430000,J66
20190630350000C27,2019/06,合并,半年报,all,350000,C27
20200630510000D46,2020/06,合并,半年报,all,510000,D46
20190930510000M74,2019/09,合并,季报,all,510000,M74
20200930350000C15,2020/09,合并,季报,all,350000,C15
20200930350000I64,2020/09,合并,季报,all,350000,I64
20200630510000C37,2020/06,合并,半年报,all,510000,C37
20200630360000C34,2020/06,合并,半年报,all,360000,C34
20190630350000G56,2019/06,合并,半年报,all,350000,G56
20200331640000C26,2020/03,合并,季报,all,640000,C26
20200630430000C17,2020/06,合并,半年报,all,430000,C17
20190930430000C25,2019/09,合并,季报,all,430000,C25
20190930330000M74,2019/09,合并,季报,all,330000,M74
20200930320000C40,2020/09,合并,季报,all,320000,C40
20200331510000C39,2020/03,合并,季报,all,510000,C39
20200630440000C33,2020/06,合并,半年报,all,440000,C33
20200331330000E48,2020/03,合并,季报,all,330000,E48
20200930500000C311,2020/09,合并,季报,all,500000,C31
20200930500000C31,2020/09,合并,季报,all,500000,C31
20200930370000C32,2020/09,合并,季报,all,370000,C32
20200930430000C27,2020/09,合并,季报,all,430000,C27
20190331110000B07,2019/03,合并,季报,all,110000,B07
20191231330000C19,2019/12,合并,年报,all,330000,C19
20200630350000G54,2020/06,合并,半年报,all,350000,G54
20190930350000J66,2019/09,合并,季报,all,350000,J66
20200930340000F52,2020/09,合并,季报,all,340000,F52
20190630320000Q85,2019/06,合并,半年报,all,320000,Q85
20190630320000R85,2019/06,合并,半年报,all,320000,R85
20190930370000C30,2019/09,合并,季报,all,370000,C30
20190630440000C311,2019/06,合并,半年报,all,440000,C31
20190630440000C31,2019/06,合并,半年报,all,440000,C31
20190630230000C32,2019/06,合并,半年报,all,230000,C32
20200630320000K70,2020/06,合并,半年报,all,320000,K70
20190930120000G59,2019/09,合并,季报,all,120000,G59
20190630310000G58,2019/06,合并,半年报,all,310000,G58
20190630530000C29,2019/06,合并,半年报,all,530000,C29
20190630620000Q85,2019/06,合并,半年报,all,620000,Q85
20190630620000R85,2019/06,合并,半年报,all,620000,R85
20190331310000G56,2019/03,合并,季报,all,310000,G56
20200331420000I65,2020/03,合并,季报,all,420000,I65
20191231460000K70,2019/12,合并,年报,all,460000,K70
20191231510000C22,2019/12,合并,年报,all,510000,C22
20200331500000D45,2020/03,合并,季报,all,500000,D45
20190331360000Q85,2019/03,合并,季报,all,360000,Q85
20190331360000R85,2019/03,合并,季报,all,360000,R85
20191231420000C34,2019/12,合并,年报,all,420000,C34
20191231320000I65,2019/12,合并,年报,all,320000,I65
20200630340000C28,2020/06,合并,半年报,all,340000,C28
20200331630000E48,2020/03,合并,季报,all,630000,E48
20200331130000C19,2020/03,合并,季报,all,130000,C19
20190630320000C38,2019/06,合并,半年报,all,320000,C38
20191231370000C17,2019/12,合并,年报,all,370000,C17
20190331220000C40,2019/03,合并,季报,all,220000,C40
20190930110000M73,2019/09,合并,季报,all,110000,M73
20190930610000C22,2019/09,合并,季报,all,610000,C22
20190930410000C39,2019/09,合并,季报,all,410000,C39
20200930120000B11,2020/09,合并,季报,all,120000,B11
20200331530000C25,2020/03,合并,季报,all,530000,C25
20190331500000E47,2019/03,合并,季报,all,500000,E47
20200331310000G54,2020/03,合并,季报,all,310000,G54
20190331320000C36,2019/03,合并,季报,all,320000,C36
20200930650000I64,2020/09,合并,季报,all,650000,I64
20200930650000C15,2020/09,合并,季报,all,650000,C15
20200930150000D44,2020/09,合并,季报,all,150000,D44
20190630650000C27,2019/06,合并,半年报,all,650000,C27
20200331310000C25,2020/03,合并,季报,all,310000,C25
20200331410000M74,2020/03,合并,季报,all,410000,M74
20191231520000C33,2019/12,合并,年报,all,520000,C33
20190331500000C36,2019/03,合并,季报,all,500000,C36
20191231500000I65,2019/12,合并,年报,all,500000,I65
20190630320000E49,2019/06,合并,半年报,all,320000,E49
20190630120000F52,2019/06,合并,半年报,all,120000,F52
20200331540000K70,2020/03,合并,季报,all,540000,K70
20200331430000C22,2020/03,合并,季报,all,430000,C22
20191231320000C14,2019/12,合并,年报,all,320000,C14
